iso,glottocode,language_name,glotto_level,macroarea,latitude,longitude,dist2ocean,dist2lakes,dist2rivers,dist2water,climate_PC1,climate_PC2,log_popSize,altitude,longitude_original,family_code,family
csb,kash1274,Kashubian,language,Eurasia,54.2996,18.6163,7858,3417,6304,3417,-5.4,-2.983,10.82,22,18.6163,indo1319,Indo-European
kas,kash1277,Kashmiri,language,Eurasia,34.166825,74.330455,1132932,9465,3863,3863,-4.708,-1.618,15.494,1939,74.330455,indo1319,Indo-European
tkt,kath1250,Kathoriya Tharu,language,Eurasia,28.5867,80.8931,987790,3928,5036,3928,-0.495,2.145,11.571,169,80.8931,indo1319,Indo-European
bsh,kati1270,Kati,language,Eurasia,35.4145,70.9826,1152539,6812,43398,6812,-6.703,-3.995,9.616,3904,70.9826,indo1319,Indo-European
kfu,katk1238,Katkari,language,Eurasia,18.9669,73.1733,29048,7510,3857,3857,4.721,0.276,9.393,163,73.1733,indo1319,Indo-European
khn,khan1272,Khandesi,language,Eurasia,21.3181,74.142,128825,4773,15364,4773,-0.878,3.852,9.994,242,74.142,indo1319,Indo-European
ksy,khar1283,Kharia Thar,language,Eurasia,22.245,83.799,317433,3391,23543,3391,-0.714,3.05,10.127,428,83.799,indo1319,Indo-European
xhe,khet1238,Khetrani,language,Eurasia,30.4799,70.2828,639174,97932,41668,41668,-3.345,3.323,8.294,669,70.2828,indo1319,Indo-European
khw,khow1242,Khowar,language,Eurasia,36,72,1249671,5521,30656,5521,-6.782,-3.048,12.315,3697,72,indo1319,Indo-European
kfm,khun1255,Khunsari,language,Eurasia,36.6963,49.3742,93658,5968,9923,5968,-3.36,0.347,9.957,514,49.3742,indo1319,Indo-European
kiu,kirm1248,Kirmanjki,language,Eurasia,39.1636,39.4004,193449,12081,12081,12081,-5.578,-0.663,11.849,1560,39.4004,indo1319,Indo-European
thq,koch1247,Kochila Tharu,language,Eurasia,26.7251,84.6301,604453,8049,13234,8049,-0.979,2.243,12.461,76,84.6301,indo1319,Indo-European
plk,kohi1248,Kohistani Shina,language,Eurasia,35.1741,73.3207,1220003,22668,48257,22668,-5.133,-1.457,12.206,3046,73.3207,indo1319,Indo-European
ksh,kols1241,Kölsch,language,Eurasia,50.947,6.927,217100,4800,7385,4800,-4.098,-2.47,12.429,55,6.927,indo1319,Indo-European
knn,konk1267,Konkani,language,Eurasia,19.2414,73.9166,107078,2595,7631,2595,-0.883,2.567,14.699,717,73.9166,indo1319,Indo-European
vkp,korl1238,Korlai Portuguese,language,Eurasia,19.0348,73.0099,10463,4613,9325,4613,3.372,0.977,6.62,68,73.0099,indo1319,Indo-European
ktl,koro1296,Koroshi,language,Eurasia,29.441,53.008,195405,11443,30528,11443,-4.954,1.823,5.193,1863,53.008,indo1319,Indo-European
rop,krio1252,Kriol,language,Australia,-18.135,137.669,147043,77431,35471,35471,-1.343,3.027,8.343,203,137.669,indo1319,Indo-European
kri,krio1253,Krio,language,Africa,10.8811,-14.3204,46164,23724,4560,4560,2.705,2.084,13.067,24,-14.3204,indo1319,Indo-European
kyw,kudm1238,Kudmali,language,Eurasia,25.92,87.33,412348,26097,41716,26097,-0.79,1.818,10.519,45,87.33,indo1319,Indo-European
kfx,kull1236,Kullu Pahari,language,Eurasia,31.8339,77.3772,1031811,16715,19388,16715,-4.45,-3.161,11.599,2647,77.3772,indo1319,Indo-European
kfy,kuma1273,Kumaoni,language,Eurasia,29.5622,80.0171,1053398,44830,23681,23681,-1.248,0.089,14.674,1007,80.0171,indo1319,Indo-European
kra,kumh1238,Kumhali,language,Eurasia,27.8297,84.1357,735683,6402,6148,6148,-0.274,-0.314,8.784,746,84.1357,indo1319,Indo-European
zum,kumz1235,Kumzari,language,Eurasia,26.1602,56.4202,9264,44004,82810,9264,-1.746,3.602,7.438,372,56.4202,indo1319,Indo-European
key,kupi1238,Kupia,language,Eurasia,16.4708,79.5153,106503,3010,16650,3010,-0.412,3.695,8.795,137,79.5153,indo1319,Indo-European
kfv,kurm1243,Kurmukar,language,Eurasia,26.9175,87.3205,514114,11422,3036,3036,-1.237,0.613,8.006,1228,87.3205,indo1319,Indo-European
kww,kwin1243,Kwinti,language,South America,5.1323,303.8734,62154,66264,3764,3764,2.548,0.348,4.868,41,-56.1266,indo1319,Indo-European
lld,ladi1250,Ladin,language,Eurasia,46.60651,11.89498,109674,18208,18441,18208,-5.846,-4.209,9.903,2201,11.89498,indo1319,Indo-European
lad,ladi1251,Ladino,language,Eurasia,41.205,28.6632,8997,4136,13155,4136,-3.779,-1.125,11.513,89,28.6632,indo1319,Indo-European
lhl,lahu1250,Lahul Lohar,language,Eurasia,32.583,77,1078572,23210,41634,23210,-6.552,-3.738,6.62,4034,77,indo1319,Indo-European
lki,laki1244,Laki,language,Eurasia,34.0103,47.9398,383346,66889,128528,66889,-5.538,0.762,13.816,1756,47.9398,indo1319,Indo-European
lmn,lamb1269,Lambadi,language,Eurasia,16.5734,76.9717,339119,10391,4482,4482,-0.433,3.653,15.239,379,76.9717,indo1319,Indo-European
lrl,lari1253,Lari,language,Eurasia,27.6436,54.63449,115514,104256,121449,104256,-3.397,2.535,11.29,761,54.63449,indo1319,Indo-European
lsa,lasg1238,Lasgerdi,language,Eurasia,35.40153,52.99868,139318,56923,111512,56923,-5.294,1.778,6.908,1434,52.99868,indo1319,Indo-European
lss,lasi1242,Lasi,language,Eurasia,25.3293,66.9137,32619,16679,24003,16679,-1.996,3.552,9.616,349,66.9137,indo1319,Indo-European
lat,lati1261,Latin,language,Eurasia,41.9026,12.4502,36160,15268,3773,3773,-3.204,-0.198,0,38,12.4502,indo1319,Indo-European
lav,latv1249,Latvian,language,Eurasia,56.826108,24.309118,33345,3977,5975,3977,-5.83,-3.182,14.203,24,24.309118,indo1319,Indo-European
lij,ligu1248,Ligurian,language,Eurasia,44.0816,7.90522,10028,20008,5983,5983,-3.63,-2.006,13.122,920,7.90522,indo1319,Indo-European
lim,limb1263,Limburgan,language,Eurasia,51.015,5.87705,144478,2929,7039,2929,-4.039,-2.688,13.459,60,5.87705,indo1319,Indo-European
lit,lith1251,Lithuanian,language,Eurasia,55.1429,23.9601,178603,5420,7406,5420,-5.817,-2.899,14.901,52,23.9601,indo1319,Indo-European
lbm,lodh1246,Lodhi,language,Eurasia,20.8954,84.9463,142726,13545,26050,13545,-0.429,2.832,10.127,221,84.9463,indo1319,Indo-European
src,logu1236,Logudorese Sardinian,language,Eurasia,40.49,9.09957,38524,9949,25578,9949,-3.274,-0.385,13.122,526,9.09957,indo1319,Indo-European
rmi,loma1235,Lomavren,language,Eurasia,40,45,337419,21818,30967,21818,-6.902,-2.717,3.912,2119,45,indo1319,Indo-European
lmo,lomb1257,Lombard,language,Eurasia,45.8817,9.39509,165920,1582,10368,1582,-4.201,-2.572,15.096,834,9.39509,indo1319,Indo-European
spq,lore1243,Loreto-Ucayali Spanish,language,South America,-4.74563,286.3493,685781,3876,6001,3876,2.911,-0.619,7.937,104,-73.6507,indo1319,Indo-European
lou,loui1240,Louisiana Creole French,language,North America,30.0412,269.2525,84713,11511,3300,3300,-1.301,-0.525,11.156,3,-90.7475,indo1319,Indo-European
dsb,lowe1385,Lower Sorbian,language,Eurasia,51.6621,13.9407,210147,3525,23019,3525,-4.909,-2.435,8.805,138,13.9407,indo1319,Indo-European
sli,lowe1388,Lower Silesian,language,Eurasia,50.6963,15.9667,333134,3354,3354,3354,-5.666,-3.294,9.393,528,15.9667,indo1319,Indo-European
luv,luwa1238,Luwati,language,Eurasia,23.6322,58.4916,1310,7861,61395,1310,-1.13,3.716,8.517,21,58.4916,indo1319,Indo-European
ltz,luxe1241,Luxembourgish,language,Eurasia,49.6839,6.14931,250782,5021,2062,2062,-4.649,-3.314,12.429,329,6.14931,indo1319,Indo-European
mzs,maca1262,Macanese,language,Eurasia,22.4181,114.12,17125,3874,5226,3874,0.183,-0.524,3.912,330,114.12,indo1319,Indo-European
mkd,mace1250,Macedonian,language,Eurasia,41.5957,21.7932,136080,17107,8669,8669,-4.58,-0.869,14.145,670,21.7932,indo1319,Indo-European
mag,maga1260,Magahi,language,Eurasia,25.0915,85.3335,411931,17363,15584,15584,-1.129,3.505,16.455,68,85.3335,indo1319,Indo-European
bfz,maha1287,Mahasu Pahari,language,Eurasia,31.0088,77.5317,971000,59251,29830,29830,-2.89,-2.111,13.816,2108,77.5317,indo1319,Indo-European
vmf,main1267,Mainfränkisch,language,Eurasia,50.005,8.621,355038,3019,8792,3019,-4.608,-2.265,15.407,106,8.621,indo1319,Indo-European
mai,mait1250,Maithili,language,Eurasia,26.3817,86.2211,496935,10372,7193,7193,-1.174,2.158,17.217,61,86.2211,indo1319,Indo-European
mjz,majh1253,Majhi,language,Eurasia,29.4559,80.3788,1077659,37865,6109,6109,-1.985,-0.534,9.99,1308,80.3788,indo1319,Indo-European
mcm,mala1533,Malacca-Batavia Portuguese Creole,language,Eurasia,2.188087,102.262059,15352,3730,3730,3730,2.65,-0.027,7.673,1,102.262059,indo1319,Indo-European
mkb,malp1246,Mar Paharia of Dumka,language,Eurasia,24.087,87.3507,218836,672,672,672,-0.707,2.464,10.84,128,87.3507,indo1319,Indo-European
mup,malv1243,Malvi,language,Eurasia,23.488,75.562,306121,8325,1409,1409,-1.236,3.68,15.531,466,75.562,indo1319,Indo-European
mjl,mand1409,Mandeali,language,Eurasia,31.5425,77.0419,986813,14829,18232,14829,-1.775,-0.973,13.71,1864,77.0419,indo1319,Indo-European
glv,manx1243,Manx,language,Eurasia,54.2604,-4.45437,4908,4022,66502,4022,-3.982,-4.095,0,27,-4.45437,indo1319,Indo-European
mar,mara1378,Marathi,language,Eurasia,17.9344,76.6665,362200,4532,34323,4532,-0.803,3.181,18.088,627,76.6665,indo1319,Indo-European
mve,marw1256,Marwari (Pakistan),language,Eurasia,28.3242,71.5671,444341,88467,112075,88467,-2.812,4.612,12.301,109,71.5671,indo1319,Indo-European
rwr,marw1260,Marwari (India),language,Eurasia,27.002,75.0656,491810,2552,49730,2552,-2.387,3.863,15.538,386,75.0656,indo1319,Indo-European
mke,mawc1242,Mawchi,language,Eurasia,21.5724,73.9956,116766,10494,8825,8825,-0.529,3.852,11.508,199,73.9956,indo1319,Indo-European
mzn,maza1291,Mazanderani,language,Eurasia,36.241,52.3009,47635,32660,71146,32660,-6.018,0.09,15,1772,52.3009,indo1319,Indo-European
ruq,megl1237,Megleno Romanian,language,Eurasia,41.1174,22.3782,68071,22619,8898,8898,-4.826,-1.144,8.006,667,22.3782,indo1319,Indo-European
wry,merw1238,Merwari,language,Eurasia,26.771,74.095,400630,14478,28639,14478,-2.308,4.264,15.176,313,74.095,indo1319,Indo-European
mtr,mewa1249,Mewari,language,Eurasia,24.57,73.68,249158,6085,27166,6085,-2.071,3.217,15.445,581,73.68,indo1319,Indo-European
wtm,mewa1250,Mewati,language,Eurasia,27.736,76.947,691730,27942,63705,27942,-1.786,4.124,13.377,242,76.947,indo1319,Indo-European
drc,mind1263,Minderico,language,Eurasia,39.5144,-8.68866,36113,12997,19886,12997,-2.97,-1.024,6.215,326,-8.68866,indo1319,Indo-European
mwl,mira1251,Mirandese,language,Eurasia,41.5375,-6.38371,200283,10848,10848,10848,-4.516,-1,9.616,760,-6.38371,indo1319,Indo-European
pmu,mirp1238,Mirpur Panjabi,language,Eurasia,33.5582,74.3713,1069574,22485,16728,16728,-4.182,-1.069,13.835,2054,74.3713,indo1319,Indo-European
mhn,moch1255,Mócheno,language,Eurasia,46.4916,10.8087,166308,2390,18543,2390,-5.98,-6.192,7.55,2722,10.8087,indo1319,Indo-European
ell,mode1248,Modern Greek,language,Eurasia,42.3224,24.8699,122470,8204,23425,8204,-4.366,-0.74,16.186,208,24.8699,indo1319,Indo-European
mfe,mori1278,Morisyen,language,Africa,-20.2613,57.5517,18178,3960,23063,3960,0.553,-1.337,13.592,429,57.5517,indo1319,Indo-European
mnj,munj1244,Munji,language,Eurasia,35.9321,70.9404,1204337,6027,4018,4018,-7.527,-4.744,8.575,3909,70.9404,indo1319,Indo-European
smm,musa1263,Musasa,language,Eurasia,26.7329,87.5304,487720,771,8082,771,0.983,0.227,10.82,331,87.5304,indo1319,Indo-European
ttt,musl1236,Muslim Tat,language,Eurasia,41.425062,46.645589,142413,23065,1848,1848,-4.434,-0.616,9.798,217,46.645589,indo1319,Indo-European
nag,naga1394,Naga Pidgin,language,Eurasia,25.2508,93.4438,334891,69249,63496,63496,-0.165,-2.076,10.309,1053,93.4438,indo1319,Indo-European
nlx,naha1261,Nahali-Baglani,language,Eurasia,21.43,74.827,200891,4934,8010,4934,-1.105,4.175,9.616,201,74.827,indo1319,Indo-European
nhh,naha1262,Nahari,language,Eurasia,20.4118,81.97747,306857,20624,10135,10135,-0.703,2.976,9.923,423,81.97747,indo1319,Indo-European
ntz,nata1252,Natanzi,language,Eurasia,33.4593,51.9538,354414,64122,103550,64122,-5.599,1.731,8.858,1690,51.9538,indo1319,Indo-European
nyq,nayi1242,Nayini,language,Eurasia,34.2212,53.521,269612,27042,237084,27042,-4.253,2.842,8.858,743,53.521,indo1319,Indo-European
djk,ndyu1242,Aukan,language,South America,4.3126,305.3581,151359,16260,22985,16260,2.506,-0.293,9.649,220,-54.6419,indo1319,Indo-European
nap,neap1235,Continental Southern Italian,language,Eurasia,39.2288,16.4225,30226,7007,23779,7007,-4.098,-2.417,15.556,1033,16.4225,indo1319,Indo-European
dcr,nege1244,Negerhollands,language,North America,18.3416,295.1078,18211,9905,93282,9905,0.992,0.717,0,0,-64.8922,indo1319,Indo-European
npi,nepa1254,Nepali,language,Eurasia,28,85,710249,5877,15439,5877,-1.085,-1.197,16.222,1188,85,indo1319,Indo-European
bzk,nica1252,Nicaragua Creole English,language,North America,12.4402,276.2614,8604,7323,7323,7323,3.245,-0.878,10.309,6,-83.7386,indo1319,Indo-European
pcm,nige1257,Nigerian Pidgin,language,Africa,9.65873,4.21068,362774,48223,37611,37611,0.289,2.514,17.217,282,4.21068,indo1319,Indo-European
noe,nima1243,Nimadi,language,Eurasia,22.1263,76.1264,331675,6872,4719,4719,-1.041,4.259,14.581,209,76.1264,indo1319,Indo-European
noi,noir1238,Noiri,language,Eurasia,22.8781,73.5486,98044,7939,12095,7939,-0.77,4.076,11.513,98,73.5486,indo1319,Indo-European
frr,nort2626,Northern Frisian,language,Eurasia,54.6409,8.58489,7117,4549,12493,4549,-4.506,-3.327,9.21,0,8.58489,indo1319,Indo-European
nds,nort2627,Eastern Low German,language,Eurasia,50.771,6.092,169115,5431,21657,5431,-3.952,-2.942,6.908,224,6.092,indo1319,Indo-European
kmr,nort2641,Northern Kurdish,language,Eurasia,37,43,494920,9199,24184,9199,-4.226,1.488,16.524,750,43,indo1319,Indo-European
lrc,nort2645,Northern Luri,language,Eurasia,32.5438,47.916,231118,3608,21508,3608,-3.412,3.773,14.221,222,47.916,indo1319,Indo-European
pbu,nort2646,Northern Pashto,language,Eurasia,34,71.33,1024085,40903,12679,12679,-3.581,1.695,16.076,677,71.33,indo1319,Indo-European
hno,nort2662,Northern Hindko,language,Eurasia,34.3202,73.3844,1128144,36061,15415,15415,-3.13,-0.804,14.447,1234,73.3844,indo1319,Indo-European
glh,nort2665,Northwest Pashayi,language,Eurasia,35.1678,69.9936,1095372,3457,40869,3457,-7.956,-5.788,11.156,3489,69.9936,indo1319,Indo-European
aee,nort2666,Northeast Pashayi,language,Eurasia,34.66,70.4317,1056065,22121,16680,16680,-4.271,0.952,10.904,1428,70.4317,indo1319,Indo-European
nor,norw1258,Norwegian,language,Eurasia,59.92,10.71,7033,4022,5857,4022,-5.796,-3.608,15.35,91,10.71,indo1319,Indo-European
hye,nucl1235,Armenian,language,Eurasia,40,45,337419,21818,30967,21818,-6.902,-2.717,14.96,2527,45,indo1319,Indo-European
oci,occi1239,Occitan,language,Eurasia,44.1415,6.82979,54168,6955,23763,6955,-4.652,-3.552,14.478,1575,6.82979,indo1319,Indo-European
odk,oddd1238,Od,language,Eurasia,27.53636,67.84754,235966,18781,33447,18781,-2.279,4.917,10.82,46,67.84754,indo1319,Indo-European
oor,oorl1238,Oorlams,language,Africa,-28.38447,23.01446,591265,100464,90258,90258,-3.522,1.664,10.373,1259,23.01446,indo1319,Indo-European
sdr,orao1237,Oraon Sadri,language,Eurasia,24.7458,88.9157,241617,15810,4455,4455,-0.268,1.659,12.02,16,88.9157,indo1319,Indo-European
ory,oriy1255,Odia,language,Eurasia,21,85,150701,17547,13206,13206,-0.397,2.924,17.284,153,85,indo1319,Indo-European
oru,ormu1247,Ormuri,language,Eurasia,32.6819,69.3444,815157,60182,64052,60182,-6.212,-0.796,8.7,2283,69.3444,indo1319,Indo-European
oss,osse1243,Ossetian,language,Eurasia,41.7882,43.2674,140673,11278,37622,11278,-6.047,-2.85,13.019,1616,43.2674,indo1319,Indo-European
phr,paha1251,Pahari Potwari,language,Eurasia,33.6424,73.8071,1063838,17845,16292,16292,-2.894,1.07,14.732,1281,73.8071,indo1319,Indo-European
phv,pahl1240,Pahlavani,language,Eurasia,31.3267,62.1978,646941,65899,73435,65899,-4.31,3.915,0,495,62.1978,indo1319,Indo-European
pln,pale1260,Palenquero,language,South America,10.3881,284.7051,15238,6646,12696,6646,1.173,1.817,6.215,112,-75.2949,indo1319,Indo-European
pli,pali1273,Pali,language,Eurasia,24.5271,82.251,584476,12900,557,557,-1.422,3.684,0,242,82.251,indo1319,Indo-European
plp,palp1242,Palpa,language,Eurasia,27.8741,83.3928,775849,27610,9528,9528,-1.466,-0.535,0,1328,83.3928,indo1319,Indo-European
bpx,paly1238,Palya Bareli,language,Eurasia,21.937,75.233,239958,4916,5322,4916,-1.162,4.2,9.21,213,75.233,indo1319,Indo-European
tdb,panc1246,Panchpargania,language,Eurasia,23.447,85.7966,236432,17843,4601,4601,-0.81,2.837,12.176,295,85.7966,indo1319,Indo-European
pgg,pang1282,Pangwali,language,Eurasia,32.9753,76.5569,1093617,56033,40196,40196,-6.969,-3.955,9.741,3729,76.5569,indo1319,Indo-European
pan,panj1256,Eastern Panjabi,language,Eurasia,30.0368,75.6702,774499,23167,95902,23167,-2.639,3.762,17.155,228,75.6702,indo1319,Indo-European
pap,papi1253,Papiamento,language,North America,12.48485,290.06012,14968,5815,258611,5815,0.535,1.923,11.653,8,-69.93988,indo1319,Indo-European
prc,para1299,Parachi,language,Eurasia,36.0432,70.8805,1213878,14157,9730,9730,-6.857,-3.59,8.161,3500,70.8805,indo1319,Indo-European
pcl,pard1243,Pardhi,language,Eurasia,19.9989,77.1234,442996,5105,5105,5105,-0.773,3.445,10.806,514,77.1234,indo1319,Indo-European
kvx,park1237,Parkari Koli,language,Eurasia,24.486,69.9423,23180,4645,135908,4645,-2.188,4.887,12.429,50,69.9423,indo1319,Indo-European
paq,pary1242,Parya,language,Eurasia,36.4922,69.26,1219238,33263,27442,27442,-5.162,0.529,8.006,1689,69.26,indo1319,Indo-European
bfb,paur1238,Pauri Bareli,language,Eurasia,21.228,74.337,148138,4014,10126,4014,-1.293,3.784,13.366,393,74.337,indo1319,Indo-European
pdc,penn1240,Pennsylvania German,language,North America,40.030507,283.6789,68902,3124,22643,3124,-4.689,-1.821,11.678,128,-76.3211,indo1319,Indo-European
pey,petj1238,Petjo,language,Papunesia,-6.16593,106.8,17605,3706,3706,3706,2.717,0.876,0.693,8,106.8,indo1319,Indo-European
phl,phal1254,Phalura,language,Eurasia,35.5096,71.8421,1194537,4891,4891,4891,-6.076,-2.649,9.21,2632,71.8421,indo1319,Indo-European
phd,phud1238,Phudagi,language,Eurasia,18.7153,73.3684,48172,1728,1728,1728,4.403,0.033,6.918,269,73.3684,indo1319,Indo-European
pcd,pica1241,Picard,language,Eurasia,50.2831,3.25085,103184,1708,1708,1708,-4.492,-2.928,12.206,44,3.25085,indo1319,Indo-European
pms,piem1238,Piemontese,language,Eurasia,45.4633,8.32366,119483,1247,1247,1247,-4.433,-1.844,14.286,189,8.32366,indo1319,Indo-European
pis,piji1239,Pijin,language,Papunesia,-9.567,160.137,28289,12596,13870,12596,2.86,-0.937,10.102,284,160.137,indo1319,Indo-European
pdt,plau1238,Plautdietsch,language,North America,49.578028,250.646132,953926,1468,102641,1468,-8.04,-2.242,11.29,1109,-109.353868,indo1319,Indo-European
pol,poli1260,Polish,language,Eurasia,51.8439,18.6255,267945,5713,5713,5713,-5.539,-2.115,17.416,127,18.6255,indo1319,Indo-European
pnt,pont1253,Pontic,language,Eurasia,41.266015,36.097421,36839,9865,33549,9865,-4.396,-1.804,12.899,788,36.097421,indo1319,Indo-European
por,port1283,Portuguese,language,Eurasia,39.91,-8.1,86495,1106,13320,1106,-3.087,-0.658,16.176,540,-8.1,indo1319,Indo-European
pwr,powa1246,Powari,language,Eurasia,21.797,79.239,590106,2539,30401,2539,-1.105,3.139,12.962,518,79.239,indo1319,Indo-European
pre,prin1242,Principense,language,Africa,1.614,7.392,18785,239167,250636,18785,1.277,-0.287,5.298,561,7.392,indo1319,Indo-European
prg,prus1238,Old Prussian,language,Eurasia,52.394,14.757,129669,1022,11811,1022,-5.283,-2.284,0,70,14.757,indo1319,Indo-European
rjs,rajb1243,Rajbanshi,language,Eurasia,26.521945,88.038582,450726,8299,3729,3729,1.101,0.497,11.775,91,88.038582,indo1319,Indo-European
gra,rajp1235,Rajput Garasia,language,Eurasia,24.5451,73.2472,213778,3988,25238,3988,-1.588,3.356,11.513,566,73.2472,indo1319,Indo-European
thr,rana1246,Rana Tharu,language,Eurasia,28.6483,80.4419,1023088,4082,5139,4082,-0.695,2.264,12.725,176,80.4419,indo1319,Indo-European
rkt,rang1265,Rangpuri,language,Eurasia,26.3834,88.4536,427381,3738,3738,3738,1.22,0.027,16.118,83,88.4536,indo1319,Indo-European
bgd,rath1242,Rathwi Bareli,language,Eurasia,21.4375,74.9958,218339,4773,8875,4773,-1.082,4.169,11.523,238,74.9958,indo1319,Indo-European
rtw,rath1243,Rathawi,language,Eurasia,22.309,73.186,29943,3002,8512,3002,-0.616,3.997,13.019,36,73.186,indo1319,Indo-European
rei,reli1238,Reli,language,Eurasia,18.1213,82.4996,60083,21650,52042,21650,-0.937,1.067,9.999,1262,82.4996,indo1319,Indo-European
rcf,reun1238,Réunion Creole French,language,Africa,-21.1131,55.5321,14280,18058,15236,14280,-0.912,-3.084,13.227,1577,55.5321,indo1319,Indo-European
rhg,rohi1238,Rohingya,language,Eurasia,20.833082,92.393968,12927,9692,14591,9692,4.271,-0.942,13.592,57,92.393968,indo1319,Indo-European
roh,roma1326,Romansh,language,Eurasia,46.5538,9.92812,225239,5430,4821,4821,-5.633,-6.615,10.466,2052,9.92812,indo1319,Indo-European
ron,roma1327,Romanian,language,Eurasia,46.3913,24.2256,405390,8140,6736,6736,-5.572,-1.936,16.796,357,24.2256,indo1319,Indo-European
rgn,roma1328,Romagnol,language,Eurasia,44.2349,11.7189,29645,3160,27961,3160,-3.959,-1.624,0,208,11.7189,indo1319,Indo-European
rus,russ1263,Russian,language,Eurasia,59,50,823926,9651,8560,8560,-7.507,-3.437,18.735,173,50,indo1319,Indo-European
rue,rusy1239,Rusyn,language,Eurasia,48.7171,22.9579,598742,30705,21167,21167,-5.527,-3.254,13.236,651,22.9579,indo1319,Indo-European
sck,sadr1248,Sadri,language,Eurasia,23.6585,84.8114,326509,30791,16656,16656,-1.416,2.577,15.006,504,84.8114,indo1319,Indo-European
acf,sain1246,Saint Lucian Creole French,language,North America,15.3947,298.6359,23195,58409,1664,1664,2.401,-1.725,11.97,335,-61.3641,indo1319,Indo-European
sgr,sang1315,Sangisari,language,Eurasia,35.72,53.3,103711,12803,76413,12803,-5.686,1.144,10.491,1818,53.3,indo1319,Indo-European
sgy,sang1344,Sanglechi,language,Eurasia,36.45,71.3,1269697,6035,37513,6035,-7.01,-3.244,7.696,3898,71.3,indo1319,Indo-European
scf,sanm1305,San Miguel Creole French,language,North America,8.32601,278.7436,44688,6283,35331,6283,2.981,-0.077,1.099,391,-81.2564,indo1319,Indo-European
san,sans1269,Sanskrit,language,Eurasia,20,77,430175,7919,6001,6001,-0.8,3.423,9.554,519,77,indo1319,Indo-European
ssi,sans1271,Sansi,language,Eurasia,28.7364,72.6838,511386,59682,45151,45151,-2.724,4.591,11.002,138,72.6838,indo1319,Indo-European
cri,saot1239,Sãotomense,language,Africa,0.28332,6.61935,17929,221413,314522,17929,0.562,-1.507,11.155,766,6.61935,indo1319,Indo-European
srm,sara1340,Saramaccan,language,South America,4.54729,305.9762,106425,44117,36027,36027,2.612,-0.181,10.043,103,-54.0238,indo1319,Indo-European
srh,sari1246,Sarikoli,language,Eurasia,37.905,75.1449,1551970,31626,105416,31626,-8.613,-2.677,9.68,3239,75.1449,indo1319,Indo-European
sdf,sarl1241,Sarli,language,Eurasia,36.021,43.644,510849,22369,6960,6960,-3.832,3.065,9.903,279,43.644,indo1319,Indo-European
sdc,sass1235,Sassarese Sardinian,language,Eurasia,40.748,8.39332,16564,10440,45902,10440,-2.985,-0.046,11.513,69,8.39332,indo1319,Indo-European
stq,sate1242,Saterfriesisch,language,Eurasia,53.117,7.721,43228,2074,2074,2074,-4.367,-3.044,6.908,4,7.721,indo1319,Indo-European
saz,saur1248,Saurashtra,language,Eurasia,9.99172,77.9427,105037,11190,4066,4066,0.538,2.729,12.128,215,77.9427,indo1319,Indo-European
sdg,savi1242,Savi,language,Eurasia,35.3029,71.5557,1162526,32071,32071,32071,-4.109,0.102,8.006,1474,71.5557,indo1319,Indo-European
sco,scot1243,Scots,language,Eurasia,55.886945,-3.710133,15549,5826,12614,5826,-4.144,-3.915,11.408,170,-3.710133,indo1319,Indo-European
gla,scot1245,Scottish Gaelic,language,Eurasia,56.7574,-5.24366,4761,9522,8288,4761,-3.179,-5.075,10.98,162,-5.24366,indo1319,Indo-European
smy,semn1249,Semnani-Biyabuneki,language,Eurasia,35.5295,53.2868,124702,30567,97153,30567,-4.936,1.885,11.002,1206,53.2868,indo1319,Indo-European
skr,sera1259,Saraiki,language,Eurasia,29.5534,71.906,583462,80813,11320,11320,-2.859,4.331,16.447,121,71.906,indo1319,Indo-European
srp,serb1264,Serbian,language,Eurasia,44.3238,21.9192,324568,8542,20292,8542,-4.981,-2.457,15.706,570,21.9192,indo1319,Indo-European
crs,sese1246,Seselwa Creole French,language,Africa,-4.62314,55.4503,18307,1094016,1104800,18307,2.473,-0.772,11.194,0,55.4503,indo1319,Indo-European
sdb,shab1251,Shabak,language,Eurasia,36.375,43.144,539380,9149,2751,2751,-3.97,2.958,9.616,243,43.144,indo1319,Indo-European
swv,shek1243,Shekhawati,language,Eurasia,27.34,75.407,541303,22383,87137,22383,-2.297,3.9,14.914,454,75.407,indo1319,Indo-European
scl,shin1264,Shina,language,Eurasia,34.6515,75.287,1211851,6474,40727,6474,-8.931,-4.849,12.728,4457,75.287,indo1319,Indo-European
sgh,shug1248,Shughni,language,Eurasia,37.5018,71.7925,1394344,9244,9143,9143,-7.872,-3.471,10.597,4173,71.7925,indo1319,Indo-European
sts,shum1235,Shumashti,language,Eurasia,34.4756,70.5696,1041886,17172,8595,8595,-3.597,3.057,6.908,658,70.5696,indo1319,Indo-European
scn,sici1248,Sicilian,language,Eurasia,37.5735,14.0414,33744,16529,52969,16529,-3.405,-0.312,15.363,569,14.0414,indo1319,Indo-European
sbn,sind1270,Sindhi Bhil,language,Eurasia,24.5408,69.0008,23562,18745,87675,18745,-2.307,4.456,10.942,4,69.0008,indo1319,Indo-European
snd,sind1272,Sindhi,language,Eurasia,26,69,184914,33583,43315,33583,-2.528,5.03,16.733,19,69,indo1319,Indo-European
sin,sinh1246,Sinhala,language,Eurasia,8,81,42560,2230,14817,2230,2.004,1.196,16.556,57,81,indo1319,Indo-European
